"id","serial","formula","created_at","mix_mass","film_code","machine_id","effective_width","effective_length","operator","chemist","tenant_id"
19432,"CE0209-06","J","2012-02-13",134.75,"oc100",5,800.00,1470.00,40,41,2
19433,"CE0209-07","J","2012-02-13",134.81,"oc100",5,580.00,2750.00,40,41,2
19434,"CE0209-08","J","2012-02-13",134.79,"oc100",5,1450.00,1500.00,40,41,2
19435,"CE0209-09","J","2012-02-13",134.75,"oc100",5,600.00,2400.00,40,41,2
19436,"CE0209-10","J","2012-02-13",134.80,"oc100",5,1350.00,1500.00,40,41,2
19437,"CE0210-01","J","2012-02-13",134.79,"oc100",5,500.00,2650.00,40,41,2
19438,"CE0210-02","J","2012-02-13",134.84,"oc100",5,1100.00,1700.00,40,41,2
19439,"CE0210-03","J","2012-02-13",134.77,"oc100",5,840.00,3100.00,40,41,2
19440,"CE0210-04","J","2012-02-13",134.78,"oc100",5,1390.00,2260.00,40,41,2
19441,"CE0210-05","J","2012-02-13",134.81,"oc100",5,1000.00,3000.00,40,41,2
19442,"CE0210-06","J","2012-02-13",143.60,"oc100",5,1030.00,3100.00,40,41,2
19443,"CE0210-07","J","2012-02-13",134.77,"oc100",5,1020.00,3230.00,40,41,2
19444,"CE0210-08","J","2012-02-13",134.75,"oc100",5,1020.00,2730.00,40,41,2
19445,"CE0210-09","J","2012-02-13",134.75,"oc100",5,1010.00,1060.00,40,41,2
19446,"CE0210-10","J","2012-02-13",134.81,"oc100",5,1520.00,2560.00,40,41,2
19447,"CE0213-01","J","2012-02-14",134.83,"oc100",5,1470.00,2800.00,40,41,2
19448,"CE0213-02","J","2012-02-14",99.91,"oc100",5,1.0e-03,1.0e-03,40,41,2
19449,"CE0213-03","J","2012-02-14",99.91,"oc100",5,780.00,900.00,40,41,2
19450,"CE0213-04","J","2012-02-14",99.92,"oc100",5,460.00,1320.00,40,41,2
19451,"CE0213-05","J","2012-02-14",99.92,"oc100",5,930.00,3010.00,40,41,2
19452,"CE0213-06","J","2012-02-14",99.88,"oc100",5,930.00,2940.00,40,41,2
19453,"CE0213-07","J","2012-02-14",99.89,"oc100",5,880.00,2850.00,40,41,2
19454,"CE0213-08","J","2012-02-14",99.89,"oc100",5,1000.00,1660.00,40,41,2
19455,"CE0214-01","J","2012-02-15",99.92,"oc100",5,1000.00,2100.00,40,41,2
19456,"CE0214-02","J","2012-02-15",99.91,"oc100",5,1120.00,1470.00,40,41,2
19457,"CE0214-03","J","2012-02-15",84.98,"oc100",5,740.00,2820.00,40,41,2
19458,"CE0214-04","J","2012-02-15",85.01,"oc100",5,1020.00,2530.00,40,41,2
19459,"CE0214-05","J","2012-02-15",84.99,"oc100",5,700.00,1950.00,40,41,2
19460,"CE0214-06","J","2012-02-15",85.04,"oc100",5,790.00,2910.00,40,41,2
19461,"CE0215-01","J","2012-02-15",85.05,"oc100",5,700.00,1400.00,40,41,2
19462,"CE0215-02","J","2012-02-16",85.01,"oc100",5,960.00,1150.00,40,41,2
19463,"CE0215-03","J","2012-02-16",85.03,"oc100",5,1000.00,2900.00,40,41,2
19464,"CE0215-04","J","2012-02-16",85.09,"oc100",5,800.00,2160.00,40,41,2
19465,"CE0215-05","J","2012-02-16",85.05,"oc100",5,820.00,2500.00,40,41,2
19466,"CE0216-01","HA","2012-02-17",191.24,"oc200",5,580.00,1600.00,40,41,2
19467,"CE0216-02","HA","2012-02-17",191.10,"oc200",5,630.00,3480.00,40,41,2
19468,"CE0216-03","HA","2012-02-17",199.13,"oc200",5,640.00,1860.00,40,41,2
19469,"CE0216-04","J","2012-02-17",85.06,"oc100",5,400.00,1600.00,40,41,2
19470,"CE0216-05","J","2012-02-17",85.09,"oc100",5,1.0e-03,1.0e-03,40,41,2
19471,"CE0216-06","J","2012-02-17",84.97,"oc100",5,570.00,900.00,40,41,2
19472,"CE0217-01","J","2012-02-17",134.88,"oc100",5,890.00,2800.00,40,41,2
19473,"CE0217-02","J","2012-02-17",134.79,"oc100",5,1500.00,3000.00,40,41,2
19474,"CE0217-03","J","2012-02-17",134.82,"oc100",5,1340.00,2910.00,40,41,2
19476,"CE0217-04","HA","2012-02-20",199.25,"oc200",5,570.00,3490.00,40,41,2
19477,"CE0217-05","HA","2012-02-20",199.18,"oc200",5,770.00,3580.00,40,41,2
19478,"CE0220-01","HA","2012-02-21",199.18,"oc200",5,800.00,3400.00,40,41,2
19479,"CE0220-02","HA","2012-02-21",199.16,"oc200",5,1400.00,2000.00,40,41,2
19480,"CE0221-01","J","2012-02-22",134.80,"oc100",5,1430.00,1470.00,35,41,2
19481,"CE0221-02","J","2012-02-22",134.84,"oc100",5,890.00,2800.00,35,41,2
19482,"CE0221-03","J","2012-02-22",134.89,"oc100",5,1360.00,1480.00,35,41,2
19483,"CE0221-04","J","2012-02-22",134.80,"oc100",5,1410.00,3150.00,35,41,2
19484,"CE0221-05","J","2012-02-22",143.44,"oc100",5,1190.00,2300.00,35,41,2
19485,"CE0221-06","J","2012-02-22",134.88,"oc100",5,1200.00,2390.00,35,41,2
19486,"CE0221-07","J","2012-02-22",134.81,"oc100",5,720.00,3020.00,35,41,2
19487,"CE0221-08","J","2012-02-22",134.95,"oc100",5,1000.00,1500.00,35,41,2
19488,"CE0221-09","J","2012-02-22",134.88,"oc100",5,780.00,3130.00,35,41,2
19489,"CE0221-10","J","2012-02-22",134.84,"oc100",5,1100.00,3150.00,35,41,2
19490,"CE0222-01","J","2012-02-22",134.82,"oc100",5,1360.00,3050.00,35,41,2
19491,"CE0222-02","J","2012-02-22",134.81,"oc100",5,1420.00,2800.00,35,41,2
19492,"CE0222-03","J","2012-02-22",134.86,"oc100",5,1450.00,2500.00,35,41,2
19493,"CE0222-04","J","2012-02-22",134.80,"oc100",5,1490.00,3050.00,35,41,2
19494,"CE0222-05","J","2012-02-22",134.84,"oc100",5,1500.00,1560.00,35,41,2
19495,"CE0223-01","J","2012-02-24",134.81,"OC100",5,1320.00,2860.00,35,41,2
19496,"CE0223-02","J","2012-02-24",134.82,"OC100",5,1500.00,2800.00,35,41,2
19497,"CE0223-03","J","2012-02-24",134.85,"OC100",5,1500.00,3000.00,35,41,2
19498,"CE0223-04","J","2012-02-24",134.99,"OC100",5,530.00,2200.00,35,41,2
19499,"CE0223-05","J","2012-02-24",134.82,"OC100",5,1500.00,1800.00,35,41,2
19500,"CE0224-01","J","2012-02-24",134.82,"OC100",5,480.00,2200.00,35,41,2
19501,"CE0224-02","HA","2012-02-24",191.23,"OC200",5,1260.00,1290.00,40,41,2
19502,"CE0224-03","HA","2012-02-24",191.23,"OC200",5,1840.00,2800.00,40,41,2
19503,"CE0227-01","HA","2012-02-29",191.20,"OC200",5,1850.00,2300.00,40,41,2
19504,"CE0227-02","HA","2012-02-29",191.36,"OC200",5,1800.00,3750.00,40,41,2
19505,"CE0228-01","HA","2012-02-29",163.31,"OC200",5,1470.00,3400.00,40,41,2
19506,"CE0228-02","HA","2012-02-29",163.44,"OC200",5,1420.00,3000.00,40,41,2
19507,"CE0229-01","HA","2012-03-02",163.48,"oc200",5,1500.00,1800.00,40,41,2
19508,"CE0229-02","HA","2012-03-02",163.49,"oc200",5,1650.00,1800.00,40,41,2
19509,"CE0229-03","HA","2012-03-02",163.50,"oc200",5,1700.00,3100.00,40,41,2
19510,"CE0301-01","HA","2012-03-05",163.45,"oc200",5,1520.00,2940.00,40,41,2
19511,"CE0301-02","HA","2012-03-05",163.51,"oc200",5,1840.00,2000.00,40,41,2
19512,"CE0302-01","HA","2012-03-05",163.54,"oc200",5,1410.00,2420.00,40,41,2
19513,"CE0302-02","HA","2012-03-05",163.40,"oc200",5,1510.00,1630.00,40,41,2
19514,"CE0302-03","HA","2012-03-05",163.39,"oc200",5,1560.00,2700.00,40,41,2
19515,"CE0305-01","J","2012-03-06",134.77,"oc100",5,610.00,1540.00,40,41,2
19516,"CE0305-02","J","2012-03-06",134.85,"oc100",5,1500.00,2060.00,40,41,2
19517,"CE0305-03","J","2012-03-06",134.87,"oc100",5,800.00,3150.00,40,41,2
19518,"CE0305-04","J","2012-03-06",134.97,"oc100",5,1460.00,1800.00,40,41,2
19519,"CE0306-01","HA","2012-03-08",163.10,"oc200",5,1300.00,2200.00,35,41,2
19520,"CE0306-02","HA","2012-03-08",163.46,"oc200",5,1200.00,2600.00,35,41,2
19521,"CE0306-03","HA","2012-03-08",163.59,"oc200",5,1810.00,3200.00,35,41,2
19522,"CE0306-04","HA","2012-03-08",163.81,"oc200",5,1000.00,2700.00,35,41,2
19523,"CE0306-05","HA","2012-03-08",163.43,"oc200",5,1660.00,1820.00,35,41,2
19524,"CE0308-01","HA","2012-03-12",163.44,"oc200",5,700.00,2600.00,40,41,2
19525,"CE0308-02","HA","2012-03-12",163.54,"oc200",5,1.0e-03,1.0e-03,40,41,2
19526,"CE0308-03","HA","2012-03-12",163.47,"oc200",5,1570.00,1820.00,35,41,2
19527,"CE0308-04","HA","2012-03-12",164.03,"oc200",5,1320.00,2350.00,35,41,2
19528,"CE0308-05","HA","2012-03-12",163.44,"oc200",5,1600.00,2700.00,35,41,2
19529,"CE0309-01","J","2012-03-12",159.39,"oc100",5,1450.00,2000.00,40,41,2
19530,"CE0309-02","J","2012-03-12",159.54,"oc100",5,950.00,2400.00,40,41,2
19531,"CE0310-01","J","2012-03-12",159.36,"oc100",5,1280.00,3700.00,40,41,2
19532,"CE0310-02","J","2012-03-12",159.34,"oc100",5,1510.00,2490.00,40,41,2
19533,"CE0310-03","J","2012-03-12",159.36,"oc100",5,1340.00,3550.00,40,41,2
19534,"CE0310-04","J","2012-03-12",159.37,"oc100",5,1500.00,2500.00,40,41,2
19535,"CE0310-05","J","2012-03-12",159.38,"oc100",5,900.00,3350.00,40,41,2
19536,"CE0310-06","J","2012-03-12",159.42,"oc100",5,1520.00,3700.00,40,41,2
19537,"CE0310-07","J","2012-03-12",159.35,"oc100",5,1500.00,3400.00,40,41,2
19538,"CE0312-01","J","2012-03-14",159.37,"oc100",5,1500.00,2800.00,35,41,2
19539,"CE0312-02","J","2012-03-14",159.38,"oc100",5,1000.00,1500.00,35,41,2
19540,"CE0312-03","J","2012-03-14",159.36,"oc100",5,1000.00,3350.00,35,41,2
19541,"CE0312-04","J","2012-03-14",159.33,"oc100",5,1200.00,3870.00,35,41,2
19542,"CE0312-05","J","2012-03-14",159.40,"oc100",5,1100.00,3550.00,35,41,2
19543,"CE0312-06","J","2012-03-14",159.42,"oc100",5,1200.00,3800.00,35,41,2
19544,"CE0312-07","J","2012-03-14",159.37,"oc100",5,1500.00,1950.00,35,41,2
19545,"CE0312-08","J","2012-03-14",168.39,"oc100",5,1200.00,3650.00,35,41,2
19546,"CE0313-01","J","2012-03-14",159.37,"OC100",5,1270.00,3760.00,40,41,2
19547,"CE0313-02","J","2012-03-14",159.36,"OC100",5,1090.00,3850.00,40,41,2
19548,"CE0313-03","J","2012-03-14",159.39,"OC100",5,1500.00,3600.00,40,41,2
19549,"CE0313-04","J","2012-03-14",159.39,"OC100",5,1180.00,1430.00,40,41,2
19550,"CE0313-05","J","2012-03-14",159.39,"OC100",5,1350.00,3650.00,40,41,2
19551,"CE0313-06","J","2012-03-14",159.45,"OC100",5,1280.00,3400.00,40,41,2
19552,"CE0313-07","J","2012-03-14",159.45,"OC100",5,1160.00,3900.00,40,41,2
19553,"CE0313-08","J","2012-03-14",159.33,"OC100",5,1450.00,2700.00,40,41,2
19554,"CE0313-09","J","2012-03-14",159.44,"OC100",5,1030.00,3800.00,40,41,2
19555,"CE0315-01","J","2012-03-16",134.85,"OC100",5,1370.00,3040.00,35,41,2
19556,"CE0315-02","J","2012-03-16",134.84,"OC100",5,1310.00,3210.00,35,41,2
19557,"CE0315-03","J","2012-03-16",134.86,"OC100",5,1180.00,1470.00,35,41,2
19558,"CE0315-04","J","2012-03-16",134.85,"OC100",5,800.00,2430.00,35,41,2
19559,"CE0315-05","J","2012-03-16",134.84,"OC100",5,1210.00,3300.00,35,41,2
19560,"CE0315-06","J","2012-03-16",134.96,"OC100",5,1150.00,3100.00,35,41,2
19561,"CE0315-07","J","2012-03-16",134.89,"OC100",5,1000.00,3200.00,35,41,2
19562,"CE0315-08","J","2012-03-16",134.88,"OC100",5,1500.00,3200.00,35,41,2
19563,"CE0315-09","J","2012-03-16",134.80,"OC100",5,1530.00,1560.00,35,41,2
19564,"CE0316-01","J","2012-03-17",134.85,"oc100",5,1500.00,2650.00,40,41,2
19565,"CE0316-02","J","2012-03-17",135.13,"oc100",5,1500.00,3150.00,40,41,2
19566,"CE0316-03","J","2012-03-17",134.79,"oc100",5,1510.00,3250.00,40,41,2
19567,"CE0316-04","J","2012-03-17",134.82,"oc100",5,1500.00,3080.00,40,41,2
19568,"CE0316-05","J","2012-03-17",134.72,"oc100",5,1500.00,3150.00,40,41,2
19569,"CE0316-06","J","2012-03-17",135.02,"oc100",5,1510.00,2350.00,40,41,2
19570,"CE0316-07","J","2012-03-17",134.93,"oc100",5,1380.00,3200.00,40,41,2
19571,"CE0316-08","J","2012-03-17",134.95,"oc100",5,1030.00,3100.00,40,41,2
19572,"CE0317-01","J","2012-03-20",134.89,"oc100",5,1510.00,2870.00,35,41,2
19573,"CE0317-02","J","2012-03-20",134.83,"oc100",5,800.00,2850.00,35,41,2
19574,"CE0317-03","J","2012-03-20",134.78,"oc100",5,1030.00,3100.00,35,41,2
19575,"CE0317-04","J","2012-03-20",134.82,"oc100",5,1200.00,2100.00,35,41,2
19576,"CE0317-05","J","2012-03-20",134.88,"oc100",5,600.00,3100.00,35,41,2
19577,"CE0317-06","J","2012-03-20",134.78,"oc100",5,1130.00,3100.00,35,41,2
19578,"CE0317-08","J","2012-03-20",134.92,"oc100",5,1350.00,3250.00,35,41,2
19579,"CE0317-09","J","2012-03-20",134.93,"oc100",5,1070.00,2590.00,35,41,2
19580,"CE0319-01","J","2012-03-20",134.81,"oc100",5,1500.00,2980.00,40,41,2
19581,"CE0319-02","J","2012-03-20",134.94,"oc100",5,770.00,3050.00,40,41,2
19582,"CE0319-03","J","2012-03-20",134.84,"oc100",5,1520.00,2350.00,35,41,2
19583,"CE0319-04","HA","2012-03-20",150.51,"oc200",5,120.00,1830.00,35,41,2
19584,"CE0317-07","J","2012-03-20",134.88,"oc100",5,1060.00,2000.00,35,41,2
19585,"CD1123-12","J","2012-03-27",135.44,"OC100",5,1300.00,3200.00,35,34,2
19586,"CE0320-01","HA","2012-04-10",15.45,"oc200",5,1670.00,2800.00,40,41,2
19587,"CE0320-02","HA","2012-04-10",150.53,"oc200",5,1300.00,2500.00,40,41,2
19588,"CE0320-03","HA","2012-04-10",150.50,"oc200",5,1400.00,1800.00,40,41,2
19589,"CE0320-04","HA","2012-04-10",150.53,"oc200",5,1460.00,2950.00,40,41,2
19590,"CE0320-05","J","2012-04-10",143.45,"oc100",5,0.01,0.01,40,41,2
19591,"CE0320-06","J","2012-04-10",134.88,"oc100",5,500.00,3050.00,40,41,2
19592,"CE0411-01","J","2012-04-12",106.33,"oc100",5,1020.00,1890.00,35,41,2
19593,"CE0411-02","J","2012-04-12",114.73,"oc100",5,1500.00,2100.00,35,41,2
19594,"CE0411-03","J","2012-04-12",127.48,"oc100",5,500.00,3000.00,35,41,2
19595,"CE0411-04","J","2012-04-12",27.57,"oc100",5,1250.00,3200.00,35,41,2
19596,"CE0411-05","J","2012-04-12",127.61,"oc100",5,1490.00,3000.00,35,41,2
19597,"CE0411-06","J","2012-04-12",106.23,"oc100",5,1000.00,2050.00,35,41,2
19598,"CE0411-07","J","2012-04-12",106.31,"oc100",5,1200.00,2000.00,35,41,2
19599,"CE0411-08","J","2012-04-12",106.28,"oc100",5,1000.00,1400.00,35,41,2
19600,"CE0411-09","J","2012-04-12",106.26,"oc100",5,1450.00,2350.00,35,41,2
19601,"CE0411-10","J","2012-04-12",106.36,"oc100",5,700.00,1220.00,35,41,2
19602,"CE0411-11","J","2012-04-12",106.30,"oc100",5,950.00,2100.00,35,41,2
19603,"CE0411-12","J","2012-04-12",106.27,"oc100",5,1400.00,2150.00,35,41,2
19604,"CE0411-13","J","2012-04-12",106.30,"oc100",5,1400.00,2000.00,35,41,2
19605,"CE0412-01","J","2012-04-12",106.27,"oc100",5,850.00,1800.00,40,41,2
19606,"CE0412-02","J","2012-04-12",106.30,"oc100",5,970.00,2250.00,40,41,2
19607,"CE0412-03","J","2012-04-12",106.24,"oc100",5,1450.00,2150.00,40,41,2
19608,"CE0412-04","J","2012-04-12",106.27,"oc100",5,1480.00,1900.00,40,41,2
19609,"CE0412-05","J","2012-04-13",106.21,"oc100",5,1200.00,2350.00,40,41,2
19610,"CE0412-06","J","2012-04-13",106.29,"oc100",5,1440.00,2270.00,40,41,2
19611,"CE0412-07","J","2012-04-13",106.32,"oc100",5,1370.00,1460.00,40,41,2
19612,"CE0412-08","J","2012-04-13",127.58,"oc100",5,1000.00,1100.00,40,41,2
19613,"CE0412-09","J","2012-04-13",127.55,"oc100",5,900.00,2570.00,40,41,2
19614,"CE0412-10","J","2012-04-13",127.49,"oc100",5,1300.00,2320.00,40,41,2
19615,"CE0412-11","J","2012-04-13",127.52,"oc100",5,1100.00,1515.00,40,41,2
19616,"CE0413-01","HA","2012-04-16",163.59,"oc200",5,900.00,1600.00,40,41,2
19617,"CE0413-02","HA","2012-04-16",163.46,"oc200",5,900.00,2700.00,40,41,2
19618,"CE0413-03","HA","2012-04-16",163.46,"oc200",5,1720.00,3000.00,40,41,2
19619,"CE0413-04","HA","2012-04-16",163.47,"oc200",5,700.00,2300.00,35,41,2
19620,"CE0413-05","HA","2012-04-16",163.43,"oc200",5,1150.00,1800.00,35,41,2
19621,"CE0413-06","HA","2012-04-16",163.44,"oc200",5,650.00,1700.00,35,41,2
19622,"CE0416-01","HA","2012-04-18",163.47,"OC200",5,1800.00,3100.00,40,41,2
19623,"CE0416-02","HA","2012-04-18",163.46,"OC200",5,1450.00,2900.00,40,41,2
19624,"CE0416-03","HA","2012-04-18",163.46,"OC200",5,1200.00,3050.00,40,41,2
19625,"CE0417-01","HA","2012-04-18",163.43,"OC200",5,1750.00,3050.00,35,41,2
19626,"CE0417-02","HA","2012-04-18",163.46,"OC200",5,1800.00,3100.00,35,41,2
19627,"CE0417-03","HA","2012-04-18",163.57,"OC200",5,1800.00,2800.00,35,41,2
19628,"CE0417-04","HA","2012-04-18",163.41,"OC200",5,1650.00,2430.00,35,41,2
19629,"CE0417-05","HA","2012-04-18",163.49,"OC200",5,1100.00,2900.00,35,41,2
19630,"CE0417-06","HA","2012-04-18",163.55,"OC200",5,1630.00,1760.00,35,41,2
19631,"CE0417-07","HA","2012-04-18",163.60,"OC200",5,1810.00,3100.00,35,41,2
19632,"CE0417-08","HA","2012-04-18",163.51,"OC200",5,1100.00,1600.00,35,41,2
19633,"CE0417-09","HA","2012-04-18",163.46,"OC200",5,1200.00,1700.00,35,41,2
19634,"CE0417-10","HA","2012-04-18",163.47,"OC200",5,1800.00,2800.00,35,41,2
19635,"CE0417-11","HA","2012-04-18",163.48,"OC200",5,1200.00,2850.00,35,41,2
19636,"CE0418-01","HA","2012-04-19",163.46,"oc200",5,1650.00,3150.00,40,41,2
19637,"CE0418-02","HA","2012-04-19",163.59,"oc200",5,1380.00,3000.00,40,41,2
19638,"CE0418-03","HA","2012-04-19",163.48,"oc200",5,1400.00,3100.00,40,41,2
19639,"CE0418-04","HA","2012-04-19",163.44,"oc200",5,1000.00,2800.00,40,41,2
19640,"CE0418-05","HA","2012-04-19",163.45,"oc200",5,1500.00,1800.00,40,41,2
19641,"CE0418-06","HA","2012-04-19",163.43,"oc200",5,1580.00,2930.00,40,41,2
19642,"CE0418-07","HA","2012-04-19",163.47,"oc200",5,1810.00,3150.00,40,41,2
19643,"CE0418-08","J","2012-04-19",134.93,"oc200",5,1300.00,2650.00,40,41,2
19644,"CE0419-01","J","2012-04-20",134.78,"oc100",5,1000.00,3300.00,40,41,2
19645,"CE0419-02","J","2012-04-20",134.81,"oc100",5,850.00,3200.00,35,41,2
19646,"CE0419-03","J","2012-04-20",135.05,"oc100",5,1360.00,3120.00,35,41,2
19647,"CE0419-04","J","2012-04-20",134.83,"oc100",5,930.00,1500.00,35,41,2
19648,"CE0419-05","J","2012-04-20",106.25,"oc100",5,920.00,2050.00,35,41,2
19649,"CE0419-06","J","2012-04-20",134.81,"oc100",5,1280.00,2000.00,35,41,2
19650,"CE0419-07","J","2012-04-20",114.70,"oc100",5,1430.00,1500.00,35,41,2
19651,"CE0419-08","J","2012-04-20",114.75,"oc100",5,1130.00,1430.00,35,41,2
19652,"CE0420-01","J","2012-04-20",140.94,"oc100",5,1300.00,1850.00,40,41,2
19653,"CE0420-02","J","2012-04-23",134.81,"oc100",5,1300.00,2700.00,40,41,2
19654,"CE0420-03","J","2012-04-23",134.91,"oc100",5,1350.00,1600.00,40,41,2
19655,"CE0420-04","J","2012-04-23",134.92,"oc100",5,1450.00,2950.00,40,41,2
19656,"CE0420-05","J","2012-04-23",134.80,"oc100",5,1350.00,2850.00,40,41,2
19657,"CE0420-06","J","2012-04-23",134.90,"oc100",5,980.00,3000.00,40,41,2
19658,"CE0420-07","J","2012-04-23",134.83,"oc100",5,1320.00,1820.00,40,41,2
19659,"CE0420-08","J","2012-04-23",134.80,"oc100",5,900.00,2180.00,40,41,2
19660,"CE0423-01","J","2012-04-24",134.80,"oc100",5,1370.00,2360.00,35,41,2
19661,"CE0423-02","J","2012-04-24",134.84,"oc100",5,1500.00,3010.00,35,41,2
19662,"CE0423-03","J","2012-04-24",127.49,"oc100",5,1310.00,2890.00,35,41,2
19663,"CE0423-04","J","2012-04-24",128.53,"oc100",5,1100.00,2750.00,35,41,2
19664,"CE0423-05","J","2012-04-24",129.51,"oc100",5,1510.00,2620.00,35,41,2
19665,"CE0423-06","J","2012-04-24",127.51,"oc100",5,1170.00,2960.00,35,41,2
19666,"CE0423-07","J","2012-04-24",106.26,"oc100",5,800.00,2350.00,35,41,2
19667,"CE0423-08","J","2012-04-24",127.78,"oc100",5,1410.00,2810.00,35,41,2
19668,"CE0423-09","J","2012-04-24",127.57,"oc100",5,880.00,2900.00,35,41,2
19669,"CE0424-01","J","2012-04-25",127.49,"OC100",5,1500.00,1500.00,40,41,2
19670,"CE0424-02","J","2012-04-25",127.49,"OC100",5,1200.00,3000.00,40,41,2
19671,"CE0424-03","J","2012-04-25",127.57,"OC100",5,810.00,2500.00,40,41,2
19673,"CE0424-04","J","2012-04-25",127.56,"OC100",5,1400.00,2650.00,40,41,2
19674,"CE0424-05","J","2012-04-25",114.77,"OC100",5,1400.00,2400.00,40,41,2
19675,"CE0424-06","J","2012-04-25",127.56,"OC100",5,1420.00,3000.00,40,41,2
19676,"CE0424-07","J","2012-04-25",127.52,"OC100",5,1400.00,2600.00,40,41,2
19677,"CE0424-08","J","2012-04-25",127.53,"OC100",5,1400.00,3000.00,40,41,2
19678,"CE0424-09","J","2012-04-25",127.53,"OC100",5,1440.00,3000.00,40,41,2
19679,"CE0424-10","HA","2012-04-25",191.63,"OC200",5,1800.00,3650.00,40,41,2
19680,"CE0425-01","HA","2012-04-26",167.98,"oc200",5,1550.00,3400.00,35,41,2
19681,"CE0425-02","HA","2012-04-26",168.58,"oc200",5,1100.00,1800.00,35,41,2
19682,"CE0425-03","J","2012-04-26",127.54,"oc100",5,1250.00,2700.00,35,41,2
19683,"CE0425-04","J","2012-04-26",127.54,"oc100",5,1020.00,2900.00,35,41,2
19684,"CE0425-05","J","2012-04-26",127.56,"oc100",5,1150.00,3040.00,35,41,2
19685,"CE0425-06","J","2012-04-26",127.49,"oc100",5,1220.00,3200.00,35,41,2
19686,"CE0425-07","J","2012-04-26",127.67,"oc100",5,1400.00,1630.00,35,41,2
19687,"CE0425-08","HA","2012-04-26",168.84,"oc200",5,1800.00,2450.00,35,41,2
19688,"CE0425-09","HA","2012-04-26",168.51,"oc200",5,1750.00,2300.00,35,41,2
19689,"CE0426-01","HA","2012-04-27",191.25,"oc200",5,1770.00,1800.00,40,41,2
19690,"CE0426-02","HA","2012-04-27",191.17,"oc200",5,1810.00,3500.00,40,41,2
19691,"CE0427-01","J","2012-05-02",134.52,"OC100",5,1470.00,2000.00,35,41,2
19692,"CE0427-02","J","2012-05-02",134.78,"OC100",5,1300.00,3100.00,35,41,2
19693,"CE0427-03","J","2012-05-02",134.82,"OC100",5,1050.00,3000.00,35,41,2
19694,"CE0427-04","J","2012-05-02",134.86,"OC100",5,1500.00,2500.00,35,41,2
19695,"CE0502-01","J","2012-05-03",134.85,"oc100",5,750.00,1400.00,35,41,2
19696,"CE0502-02","J","2012-05-03",134.79,"oc100",5,1250.00,1900.00,35,41,2
19697,"CE0502-03","J","2012-05-03",134.80,"oc100",5,1060.00,3150.00,35,41,2
19698,"CE0502-04","J","2012-05-03",134.81,"oc100",5,1370.00,1860.00,35,41,2
19699,"CE0502-05","J","2012-05-03",134.80,"oc100",5,1000.00,3200.00,35,41,2
19700,"CE0503-01","J","2012-05-04",134.73,"oc100",5,1320.00,2730.00,40,41,2
19701,"CE0503-02","J","2012-05-04",134.81,"oc100",5,1100.00,3000.00,40,41,2
19702,"CE0503-03","J","2012-05-04",134.79,"oc100",5,1000.00,2800.00,40,41,2
19703,"CE0503-04","J","2012-05-04",134.79,"oc100",5,1120.00,3250.00,40,41,2
19704,"CE0503-05","J","2012-05-04",134.77,"oc100",5,700.00,3200.00,40,41,2
19705,"CE0503-06","J","2012-05-04",134.95,"oc100",5,1340.00,3300.00,40,41,2
19706,"CE0503-07","J","2012-05-04",134.79,"oc100",5,1300.00,3200.00,40,41,2
19707,"CE0503-08","J","2012-05-04",134.85,"oc100",5,1250.00,2320.00,40,41,2
19708,"CE0503-09","J","2012-05-04",134.81,"oc100",5,1350.00,2860.00,40,41,2
19709,"CE0503-10","J","2012-05-04",134.85,"oc100",5,1280.00,3200.00,40,41,2
19710,"CE0504-01","J","2012-05-05",134.81,"oc100",5,1270.00,2900.00,35,41,2
19711,"CE0504-02","J","2012-05-05",134.75,"oc100",5,1100.00,3000.00,35,41,2
19712,"CE0504-03","J","2012-05-05",134.83,"oc100",5,1350.00,2940.00,35,41,2
19713,"CE0504-04","J","2012-05-05",134.81,"oc100",5,750.00,3200.00,35,41,2
19714,"CE0504-05","J","2012-05-05",134.85,"oc100",5,1100.00,2900.00,35,41,2
19715,"CE0504-06","J","2012-05-05",134.83,"oc100",5,1250.00,3300.00,35,41,2
19716,"CE0504-07","J","2012-05-05",134.87,"oc100",5,1430.00,2760.00,35,41,2
19717,"CE0504-08","J","2012-05-05",134.77,"oc100",5,1500.00,3000.00,35,41,2
19718,"CE0504-09","J","2012-05-05",134.80,"oc100",5,1170.00,3200.00,35,41,2
19719,"CE0504-10","J","2012-05-05",85.04,"oc100",5,1400.00,1570.00,35,41,2
19720,"CE0504-11","J","2012-05-05",134.90,"oc100",5,950.00,2600.00,35,41,2
19721,"CE0505-01","J","2012-05-07",134.83,"oc100",5,500.00,1000.00,40,41,2
19722,"CE0505-02","J","2012-05-07",134.81,"oc100",5,1250.00,2750.00,40,41,2
19723,"CE0505-03","J","2012-05-07",134.81,"oc100",5,1330.00,3100.00,40,41,2
19724,"CE0505-04","J","2012-05-07",134.83,"oc100",5,650.00,3100.00,40,41,2
19725,"CE0505-05","J","2012-05-07",134.81,"oc100",5,900.00,3200.00,40,41,2
19726,"CE0505-06","J","2012-05-07",134.81,"oc100",5,1450.00,3000.00,40,41,2
19727,"CE0505-07","J","2012-05-07",134.79,"oc100",5,1500.00,2650.00,40,41,2
19728,"CE0505-08","J","2012-05-07",134.85,"oc100",5,1460.00,2800.00,40,41,2
19729,"CE0505-09","J","2012-05-07",134.82,"oc100",5,1430.00,3100.00,40,41,2
