"id","serial","formula","created_at","mix_mass","film_code","machine_id","effective_width","effective_length","operator","chemist","tenant_id"
18334,"CD0621-01","Z","2011-07-27",,,,,,,,2
18335,"CD0629-02","Z","2011-07-27",,,,,,,,2
18336,"CD0617-01","Z","2011-07-27",,,,,,,,2
18337,"CD0519-01","Z","2011-07-27",,,,,,,,2
18338,"CD0620-04","Z","2011-07-27",,,,,,,,2
18339,"CD0408-01","Z","2011-07-27",,,,,,,,2
18340,"CD0601-01","Z","2011-07-27",,,,,,,,2
18341,"CD0601-02","Z","2011-07-27",,,,,,,,2
18342,"CD0601-06","Z","2011-07-27",,,,,,,,2
18343,"CD0601-07","Z","2011-07-27",,,,,,,,2
18344,"CD0601-08","Z","2011-07-27",,,,,,,,2
18345,"CD0601-09","Z","2011-07-27",,,,,,,,2
18346,"CD0601-10","Z","2011-07-27",,,,,,,,2
18347,"CD0602-01","Z","2011-07-27",,,,,,,,2
18348,"CD0602-03","Z","2011-07-27",,,,,,,,2
18349,"CD0602-05","Z","2011-07-27",,,,,,,,2
18350,"CD0602-06","Z","2011-07-27",,,,,,,,2
18351,"CD0602-08","Z","2011-07-27",,,,,,,,2
18352,"CD0602-09","Z","2011-07-27",,,,,,,,2
18353,"CD0531-03","Z","2011-07-27",,,,,,,,2
18354,"CD0531-05","Z","2011-07-27",,,,,,,,2
18355,"CD0531-07","Z","2011-07-27",,,,,,,,2
18356,"CD0531-10","Z","2011-07-27",,,,,,,,2
18357,"CD0531-11","Z","2011-07-27",,,,,,,,2
18358,"CD0531-12","Z","2011-07-27",,,,,,,,2
18359,"CD0531-14","Z","2011-07-27",,,,,,,,2
18360,"CD0531-15","Z","2011-07-27",,,,,,,,2
18361,"CD0603-01","Z","2011-07-27",,,,,,,,2
18362,"CD0603-02","Z","2011-07-27",,,,,,,,2
18363,"CD0603-03","Z","2011-07-27",,,,,,,,2
18364,"CD0603-05","Z","2011-07-27",,,,,,,,2
18365,"CD0603-06","Z","2011-07-27",,,,,,,,2
18366,"CD0603-07","Z","2011-07-27",,,,,,,,2
18367,"CD0429-02","Z","2011-07-27",,,,,,,,2
18368,"CD0615-07","Z","2011-07-27",,,,,,,,2
18369,"CD0615-08","Z","2011-07-27",,,,,,,,2
18370,"CD0615-01","Z","2011-07-27",,,,,,,,2
18371,"CD0615-04","Z","2011-07-27",,,,,,,,2
18372,"CD0714-01","H","2011-07-27",,,,,,,,2
18373,"CD0714-02","H","2011-07-27",,,,,,,,2
18374,"CD0713-03","H","2011-07-27",,,,,,,,2
18375,"CD0713-02","H","2011-07-27",,,,,,,,2
18376,"CD0615-03","Z","2011-07-27",,,,,,,,2
18377,"CD0615-05","Z","2011-07-27",,,,,,,,2
18378,"CD0705-01","Z","2011-07-27",,,,,,,,2
18379,"CD0705-03","H","2011-07-27",,,,,,,,2
18380,"CD0705-02","Z","2011-07-27",,,,,,,,2
18381,"CD0322-02","Z","2011-07-27",,,,,,,,2
18382,"CD0317-02","Z","2011-07-27",,,,,,,,2
18383,"CD0318-02","Z","2011-07-27",,,,,,,,2
18384,"CD0321-01","Z","2011-07-27",,,,,,,,2
18385,"CD0526-01","Z","2011-07-27",,,,,,,,2
18386,"CD0527-07","Z","2011-07-27",,,,,,,,2
18387,"CD0608-04","Z","2011-07-27",,,,,,,,2
18388,"CD0620-06","Z","2011-07-27",,,,,,,,2
18389,"CD0620-02","Z","2011-07-27",,,,,,,,2
18390,"CD0309-02","Z","2011-07-27",,,,,,,,2
18391,"CD0308-02","Z","2011-07-27",,,,,,,,2
18392,"CD0303-02","Z","2011-07-27",,,,,,,,2
18393,"CD0124-01","Z","2011-07-27",,,,,,,,2
18394,"CD0527-09","Z","2011-07-27",,,,,,,,2
18395,"CD0529-10","Z","2011-07-27",,,,,,,,2
18396,"CD0529-08","Z","2011-07-27",,,,,,,,2
18397,"CD0708-02","H","2011-07-27",,,,,,,,2
18398,"CD0708-04","H","2011-07-27",,,,,,,,2
18399,"CD0708-06","H","2011-07-27",,,,,,,,2
18400,"CD0528-12","Z","2011-07-27",,,,,,,,2
18401,"CD0530-14","Z","2011-07-27",,,,,,,,2
18402,"CD0530-03","Z","2011-07-27",,,,,,,,2
18403,"CD0530-05","Z","2011-07-27",,,,,,,,2
18404,"CD0530-08","Z","2011-07-27",,,,,,,,2
18405,"CD0530-12","Z","2011-07-27",,,,,,,,2
18406,"CD0530-10","Z","2011-07-27",,,,,,,,2
18407,"CD0530-11","Z","2011-07-27",,,,,,,,2
18408,"CD0614-03","Z","2011-07-27",,,,,,,,2
18409,"CD0525-02","Z","2011-07-27",,,,,,,,2
18410,"CD0314-02","Z","2011-07-27",,,,,,,,2
18411,"CD0316-02","Z","2011-07-27",,,,,,,,2
18412,"CD0316-01","Z","2011-07-27",,,,,,,,2
18413,"CD0315-01","Z","2011-07-27",,,,,,,,2
18414,"CD0314-01","Z","2011-07-27",,,,,,,,2
18415,"CD0311-02","Z","2011-07-27",,,,,,,,2
18416,"CD0310-01","Z","2011-07-27",,,,,,,,2
18417,"CD0310-02","Z","2011-07-27",,,,,,,,2
18418,"CD0413-02","Z","2011-07-27",,,,,,,,2
18419,"CD0414-02","Z","2011-07-27",,,,,,,,2
18420,"CD0414-01","Z","2011-07-27",,,,,,,,2
18421,"CD0517-02","Z","2011-07-27",,,,,,,,2
18422,"CD0517-03","Z","2011-07-27",,,,,,,,2
18423,"CD0519-02","Z","2011-07-27",,,,,,,,2
18424,"CD0516-02","Z","2011-07-27",,,,,,,,2
18425,"CD0510-01","Z","2011-07-27",,,,,,,,2
18426,"CD0428-02","Z","2011-07-27",,,,,,,,2
18427,"CD0727-01","H","2011-07-27",127.48,"OC100",5,1450.00,3150.00,35,34,2
18428,"CD0727-02","H","2011-07-27",127.52,"OC100",5,1450.00,3200.00,35,34,2
18429,"CD0621-04","Z","2011-07-27",,,,,,,,2
18430,"CD0614-02","Z","2011-07-27",,,,,,,,2
18431,"CD0614-04","Z","2011-07-27",,,,,,,,2
18432,"CD0627-02","H","2011-07-27",,,,,,,,2
18433,"CD0429-01","Z","2011-07-27",,,,,,,,2
18434,"CD0524-01","Z","2011-07-27",,,,,,,,2
18435,"CD0627-01","Z","2011-07-27",,,,,,,,2
18436,"CD0627-03","Z","2011-07-27",,,,,,,,2
18437,"CD0620-01","","2011-07-27",,,,,,,,2
18438,"CD0608-08","Z","2011-07-27",,,,,,,,2
18439,"CD0608-01","Z","2011-07-27",,,,,,,,2
18440,"CD0608-10","Z","2011-07-27",,,,,,,,2
18441,"CD0608-05","Z","2011-07-27",,,,,,,,2
18442,"CD0608-07","Z","2011-07-27",,,,,,,,2
18443,"CD0608-06","Z","2011-07-27",,,,,,,,2
18444,"CD0527-02","Z","2011-07-27",,,,,,,,2
18445,"CD0527-01","Z","2011-07-27",,,,,,,,2
18446,"CD0527-03","Z","2011-07-27",,,,,,,,2
18447,"CD0527-08","Z","2011-07-27",,,,,,,,2
18448,"CD0527-05","Z","2011-07-27",,,,,,,,2
18449,"CD0607-11","Z","2011-07-27",,,,,,,,2
18450,"CD0607-04","Z","2011-07-27",,,,,,,,2
18451,"CD0607-05","Z","2011-07-27",,,,,,,,2
18452,"CD0607-01","Z","2011-07-27",,,,,,,,2
18453,"CD0528-03","Z","2011-07-27",,,,,,,,2
18454,"CD0704-02","Z","2011-07-27",,,,,,,,2
18455,"CD0704-01","H","2011-07-27",,,,,,,,2
18456,"CD0630-01","Z","2011-07-27",,,,,,,,2
18457,"CD0629-01","Z","2011-07-27",,,,,,,,2
18458,"CD0728-01","H","2011-07-28",22.00,"2",5,1560.00,3300.00,35,34,2
18459,"CD0728-02","H","2011-07-28",123.60,"1",5,1000.00,1100.00,35,34,2
18462,"CD0801-01","H","2011-08-04",127.46,"OC100",5,1560.00,2755.00,35,34,2
18463,"CD0801-02","H","2011-08-04",127.58,"OC100",5,1500.00,2850.00,35,34,2
18464,"CD0803-01","H","2011-08-04",127.45,"1",5,1520.00,2890.00,35,34,2
18465,"CD0803-02","H","2011-08-04",127.45,"1",5,1550.00,2860.00,35,34,2
18466,"CD0804-01","H","2011-08-05",127.48,"1",5,700.00,1050.00,35,34,2
18467,"CD0805-01","H","2011-08-05",106.25,"1",5,1550.00,3200.00,35,34,2
18469,"CD0810-01","H","2011-08-11",45.49,"1",5,0.10,0.10,35,34,2
18470,"CD0811-01","H","2011-08-11",45.47,"1",5,820.00,1500.00,35,34,2
18471,"CD0811-02","H","2011-08-11",45.47,"1",5,812.00,1500.00,35,34,2
18472,"CD0809-01","H","2011-08-11",45.49,"1",5,900.00,1300.00,35,34,2
18474,"CD0811-03","H","2011-08-12",45.57,"1",5,1100.00,1500.00,35,34,2
18475,"CD0812-01","H","2011-08-17",14.98,"oc100",5,800.00,1470.00,35,34,2
18476,"CD0812-02","H","2011-08-17",45.47,"OC100",5,900.00,1490.00,35,34,2
18477,"CD0815-01","H","2011-08-17",106.21,"OC100",5,1180.00,2380.00,35,34,2
18478,"CD0815-02","H","2011-08-17",134.79,"OC100",5,1550.00,3450.00,35,34,2
18479,"CD0815-03","H","2011-08-17",135.03,"OC100",5,1100.00,1500.00,35,34,2
18480,"CD0815-04","H","2011-08-17",134.72,"OC100",5,700.00,1200.00,35,34,2
18481,"CD0816-01","H","2011-08-17",134.85,"OC100",5,1510.00,3280.00,35,34,2
18482,"CD0816-02","H","2011-08-17",134.77,"OC100",5,1510.00,3500.00,35,34,2
18483,"CD0816-03","H","2011-08-17",134.80,"OC100",5,1560.00,3130.00,35,34,2
18484,"CD0801-03","H","2011-08-17",127.45,"OC100",5,1.00,1.00,35,34,2
18486,"CD0706-01","H","2011-08-17",,,,,,,,2
18487,"CD0706-01","Z","2011-08-17",127.44,"oc100",5,1500.00,2700.00,35,34,2
18488,"CD0817-01","H","2011-08-17",134.80,"OC100",5,1200.00,3250.00,35,34,2
18489,"CD0706-02","H","2011-08-17",127.46,"oc100",5,1510.00,2670.00,35,34,2
18491,"CD0817-02","H","2011-08-18",134.85,"oc100",5,1560.00,3060.00,35,34,2
18492,"CD0817-03","H","2011-08-18",134.75,"OC100",5,1520.00,3230.00,35,34,2
18493,"CD0817-04","H","2011-08-18",134.80,"OC100",5,1350.00,1850.00,35,34,2
18494,"CD0817-05","H","2011-08-18",134.77,"oc100",5,1500.00,2950.00,35,34,2
18495,"CD0817-06","H","2011-08-18",134.87,"oc100",5,1560.00,3280.00,35,34,2
18496,"CD0526-02","Z","2011-08-18",134.75,"OC100",5,1455.00,3025.00,33,34,2
18497,"CD0818-01","H","2011-08-21",134.75,"OC100",5,1560.00,3250.00,35,34,2
18498,"CD0818-02","H","2011-08-21",134.76,"OC100",5,1550.00,3325.00,35,34,2
18499,"CD0818-03","H","2011-08-21",134.83,"OC100",5,1550.00,3320.00,35,34,2
18500,"CD0818-04","H","2011-08-21",134.75,"OC100",5,1550.00,3250.00,35,34,2
18501,"CD0820-01","Z","2011-08-21",134.91,"OC100",5,1520.00,3370.00,35,34,2
18502,"CD0820-02","Z","2011-08-21",134.82,"OC100",5,1520.00,3340.00,35,34,2
18503,"CD0820-03","Z","2011-08-21",134.79,"OC100",5,1200.00,3250.00,35,34,2
18504,"CD0820-04","Z","2011-08-21",134.76,"OC100",5,1520.00,3370.00,35,34,2
18505,"CD0820-05","Z","2011-08-21",134.82,"OC100",5,1520.00,3310.00,35,34,2
18506,"CD0821-01","H","2011-08-22",134.87,"OC100",5,1520.00,3330.00,35,34,2
18507,"CD0821-02","H","2011-08-22",134.78,"OC100",5,1540.00,3110.00,35,34,2
18508,"CD0821-03","H","2011-08-22",134.76,"OC100",5,0.10,0.10,35,34,2
18509,"CD0821-04","H","2011-08-22",134.81,"OC100",5,1550.00,3330.00,35,34,2
18510,"CD0821-05","H","2011-08-22",134.78,"OC100",5,1500.00,3220.00,35,34,2
18511,"CD0821-06","H","2011-08-22",134.72,"OC100",5,0.10,0.10,35,34,2
18512,"CD0822-01","H","2011-08-22",134.76,"OC100",5,1550.00,3350.00,35,34,2
18513,"CD0822-02","H","2011-08-22",134.76,"OC100",5,870.00,1080.00,35,34,2
18514,"CD0822-03","H","2011-08-22",134.79,"OC100",5,500.00,1650.00,35,34,2
18515,"CD0822-04","Z","2011-08-22",134.74,"OC100",5,1500.00,1780.00,35,34,2
18516,"CD0822-05","Z","2011-08-22",134.73,"OC100",5,1550.00,3100.00,35,34,2
18517,"CD0822-06","Z","2011-08-22",134.80,"OC100",5,1570.00,3250.00,35,34,2
18518,"CD0823-01","H","2011-08-24",134.77,"OC100",5,1300.00,2500.00,35,34,2
18519,"CD0823-02","H","2011-08-24",134.78,"OC100",5,1550.00,3150.00,35,34,2
18520,"CD0823-03","Z","2011-08-24",134.78,"OC100",5,1560.00,3180.00,35,34,2
18521,"CD0823-04","Z","2011-08-24",134.77,"OC100",5,1250.00,2550.00,35,34,2
18522,"CD0826-01","H","2011-08-27",159.31,"OC100",5,1300.00,1430.00,35,34,2
18523,"CD0826-02","H","2011-08-27",134.75,"OC100",5,900.00,1500.00,35,34,2
18524,"CD0826-03","H","2011-08-27",134.78,"OC100",5,1530.00,3264.00,35,34,2
18525,"CD0827-01","H","2011-08-29",134.77,"OC100",5,750.00,1450.00,35,34,2
18526,"CD0827-02","H","2011-08-29",134.95,"OC100",5,800.00,2200.00,35,34,2
18527,"CD0827-03","H","2011-08-29",134.82,"OC100",5,1100.00,1450.00,35,34,2
18528,"CD0827-04","H","2011-08-29",134.78,"OC100",5,1500.00,3100.00,35,34,2
18529,"CD0827-05","H","2011-08-29",134.79,"OC100",5,1500.00,1730.00,35,34,2
18530,"CD0829-01","H","2011-08-29",159.30,"OC100",5,1550.00,3630.00,35,34,2
18531,"CD0829-02","H","2011-08-29",134.79,"OC100",5,750.00,1350.00,35,34,2
18532,"CD0830-01","H","2011-08-30",134.85,"OC100",5,1000.00,1300.00,35,34,2
18533,"CD0831-01","H","2011-08-31",159.37,"OC100",5,1370.00,3600.00,35,34,2
18534,"CD0602-02","Z","2011-09-02",85.03,"OC100",5,700.00,1530.00,35,34,2
18535,"CD0902-01","H","2011-09-02",159.33,"OC100",5,900.00,1800.00,35,34,2
18536,"CD0902-02","H","2011-09-02",159.35,"OC100",5,1520.00,2030.00,35,34,2
18537,"CD0902-03","H","2011-09-02",159.38,"OC100",5,1350.00,3200.00,35,34,2
18538,"CD0902-04","H","2011-09-02",,"OC100",5,,,35,34,2
18539,"CD0902-05","H","2011-09-05",,"OC100",5,,,35,34,2
18540,"CD0905-01","H","2011-09-07",45.46,"OC100",5,400.00,1000.00,35,34,2
18541,"CD0905-02","H","2011-09-07",45.49,"OC100",5,700.00,900.00,35,34,2
18542,"CD0905-03","H","2011-09-07",159.34,"OC100",5,650.00,2700.00,35,34,2
18543,"CD0905-04","H","2011-09-07",159.36,"OC100",5,1350.00,3500.00,35,34,2
18544,"CD0905-05","H","2011-09-07",159.32,"OC100",5,900.00,3350.00,35,34,2
18545,"CD0906-01","H","2011-09-07",159.33,"OC100",5,1150.00,2800.00,35,34,2
18546,"CD0906-02","H","2011-09-07",159.31,"OC100",5,1500.00,3200.00,35,34,2
18547,"CD0906-03","H","2011-09-07",159.41,"OC100",5,1500.00,3700.00,35,34,2
18548,"CD0906-04","H","2011-09-07",45.45,"OC100",5,850.00,1400.00,35,34,2
18549,"CD0906-05","H","2011-09-07",45.48,"OC100",5,800.00,1400.00,35,34,2
18550,"CD0906-06","H","2011-09-07",159.37,"OC100",5,1530.00,3150.00,35,34,2
18551,"CD0906-07","H","2011-09-07",159.35,"OC100",5,1050.00,2950.00,35,34,2
18552,"CD0906-08","H","2011-09-07",159.38,"OC100",5,650.00,1200.00,35,34,2
18553,"CD0906-09","H","2011-09-07",91.03,"OC100",5,1320.00,1530.00,35,34,2
18554,"CD0907-01","H","2011-09-08",159.39,"OC100",5,850.00,3000.00,35,34,2
18555,"CD0907-02","H","2011-09-08",159.31,"OC100",5,850.00,1800.00,35,34,2
18556,"CD0907-03","H","2011-09-08",159.32,"OC100",5,750.00,2200.00,35,34,2
18557,"CD0907-04","H","2011-09-08",159.31,"OC100",5,900.00,3400.00,35,34,2
18558,"CD0907-05","H","2011-09-08",159.31,"OC100",5,300.00,1700.00,35,34,2
18559,"CD0908-01","H","2011-09-09",159.30,"OC100",5,900.00,3250.00,33,34,2
18560,"CD0908-02","H","2011-09-09",159.30,"OC100",5,1400.00,2800.00,33,34,2
18561,"CD0909-01","H","2011-09-09",159.32,"OC100",5,1500.00,3100.00,33,34,2
18562,"CD0909-02","H","2011-09-09",159.46,"OC100",5,1550.00,3700.00,33,34,2
18563,"CD0914-01","I","2011-09-15",134.78,"OC100",5,1500.00,1520.00,35,34,2
18564,"CD0914-02","I","2011-09-15",134.76,"OC100",5,1250.00,3100.00,35,34,2
18565,"CD0913-01","H","2011-09-15",159.32,"OC100",5,0.01,0.01,35,34,2
18566,"CD0913-02","H","2011-09-15",134.73,"OC100",5,0.01,0.01,35,34,2
18567,"CD0913-03","H","2011-09-15",134.87,"OC100",5,1500.00,3200.00,35,34,2
18568,"CD0915-01","H","2011-09-15",134.78,"OC100",5,1410.00,3120.00,35,34,2
18569,"CD0915-02","I","2011-09-15",134.74,"OC100",5,1150.00,2880.00,35,34,2
18570,"CD0915-03","I","2011-09-15",134.77,"OC100",5,1400.00,2800.00,35,34,2
18571,"CD0915-04","I","2011-09-15",134.75,"OC100",5,0.01,0.01,35,34,2
18572,"CD0915-05","I","2011-09-15",134.81,"OC100",5,1300.00,1500.00,35,34,2
18573,"CD0915-06","I","2011-09-15",134.77,"OC100",5,1500.00,2700.00,35,34,2
18574,"CD0916-01","H","2011-09-19",134.73,"OC100",5,1000.00,2370.00,35,34,2
18575,"CD0916-02","H","2011-09-19",134.74,"OC100",5,1350.00,2900.00,35,34,2
18576,"CD0916-03","H","2011-09-19",134.85,"OC100",5,0.01,0.01,35,34,2
18577,"CD0916-04","H","2011-09-19",45.57,"OC100",5,650.00,1500.00,35,34,2
18578,"CD0916-05","H","2011-09-19",45.46,"OC100",5,400.00,800.00,35,34,2
18579,"CD0916-06","H","2011-09-19",134.74,"OC100",5,0.01,0.01,35,34,2
18580,"CD0916-07","H","2011-09-19",134.74,"OC100",5,1220.00,3300.00,35,34,2
18581,"CD0919-01","H","2011-09-20",159.32,"OC100",5,1400.00,3200.00,35,34,2
18582,"CD0919-02","H","2011-09-20",159.35,"OC100",5,700.00,1000.00,35,34,2
18583,"CD0919-03","H","2011-09-20",143.40,"OC100",5,0.01,0.01,35,34,2
18584,"CD0920-01","I","2011-09-22",143.45,"OC100",5,1210.00,3600.00,35,34,2
18585,"CD0920-02","I","2011-09-22",143.42,"OC100",5,700.00,2800.00,35,34,2
18586,"CD0921-01","I","2011-09-22",143.39,"OC100",5,860.00,3500.00,35,34,2
18587,"CD0921-02","I","2011-09-22",143.40,"OC100",5,750.00,3800.00,35,34,2
18588,"CD0921-03","I","2011-09-22",159.29,"OC100",5,0.01,0.10,35,34,2
18589,"CD0921-04","I","2011-09-22",159.35,"OC100",5,1480.00,3700.00,35,34,2
18590,"CD0926-01","I","2011-09-27",106.24,"OC100",5,700.00,1400.00,35,34,2
18591,"CD0926-02","I","2011-09-27",106.25,"OC100",5,400.00,2680.00,35,34,2
18592,"CD0926-03","I","2011-09-27",106.23,"OC100",5,530.00,2530.00,35,34,2
18593,"CD0926-04","I","2011-09-27",106.21,"OC100",5,550.00,2520.00,35,34,2
18594,"CD0926-05","I","2011-09-27",106.25,"OC100",5,1400.00,1700.00,35,34,2
18595,"CD0926-06","I","2011-09-27",106.25,"OC100",5,1430.00,2610.00,35,34,2
18596,"CD0926-07","I","2011-09-27",106.23,"OC100",5,1300.00,2150.00,35,34,2
18597,"CD0927-01","I","2011-09-28",134.76,"oc100",5,1450.00,3000.00,35,34,2
18598,"CD0927-02","I","2011-09-28",134.83,"oc100",5,1440.00,2820.00,35,34,2
18599,"CD0927-03","I","2011-09-28",134.81,"OC100",5,1450.00,3280.00,35,34,2
18600,"CD0927-04","I","2011-09-28",134.78,"OC100",5,1030.00,3300.00,35,34,2
18601,"CD0927-05","I","2011-09-28",134.77,"OC100",5,1150.00,2907.00,35,34,2
18602,"CD0927-06","I","2011-09-28",134.75,"OC100",5,1000.00,3000.00,35,34,2
18603,"CD0927-07","I","2011-09-28",134.90,"OC100",5,930.00,1500.00,35,34,2
18604,"CD0927-08","I","2011-09-28",134.76,"OC100",5,1250.00,1850.00,35,34,2
18605,"CD0927-09","I","2011-09-28",134.85,"OC100",5,1525.00,2550.00,35,34,2
18606,"CD0928-01","I","2011-09-29",134.77,"OC100",5,1450.00,2750.00,35,34,2
18607,"CD0928-02","I","2011-09-29",134.82,"OC100",5,1350.00,3000.00,35,34,2
18608,"CD0928-03","I","2011-09-29",134.79,"OC100",5,1500.00,2950.00,35,34,2
18609,"CD0928-04","I","2011-09-29",134.81,"OC100",5,1500.00,3200.00,35,34,2
18610,"CD0928-05","Z","2011-09-29",134.78,"OC100",5,1330.00,3150.00,35,34,2
18611,"CD0928-06","I","2011-09-29",134.73,"OC100",5,1530.00,3050.00,35,34,2
18612,"CD0928-07","I","2011-09-29",134.76,"OC100",5,1450.00,3150.00,35,34,2
18613,"CD0929-01","I","2011-09-30",134.81,"OC200",5,0.01,0.01,35,34,2
18614,"CD0929-02","I","2011-09-30",159.34,"OC200",5,0.01,0.01,35,34,2
18615,"CD0930-01","I","2011-09-30",159.29,"OC200",5,1400.00,1900.00,35,34,2
18616,"CD0930-02","I","2011-09-30",134.81,"OC200",5,0.01,0.01,35,34,2
18617,"CD0922-01","Z","2011-09-30",159.29,"OC100",5,1250.00,2650.00,35,34,2
18618,"CD1004-01","J","2011-10-04",134.76,"OC200",5,0.01,0.01,35,34,2
18619,"CD1004-02","J","2011-10-04",159.34,"OC200",5,1750.00,2600.00,35,34,2
18620,"CD1004-03","J","2011-10-04",159.32,"OC200",5,1850.00,2200.00,35,34,2
18621,"CD1005-01","J","2011-10-08",159.21,"OC200",5,1860.00,3000.00,33,34,2
18622,"CD1005-02","J","2011-10-08",159.33,"OC200",5,1780.00,3050.00,33,34,2
18623,"CD1009-01","J","2011-10-10",159.31,"OC200",5,1740.00,3200.00,35,34,2
18624,"CD1009-02","J","2011-10-10",159.40,"OC200",5,1480.00,2750.00,35,34,2
18625,"CD1009-03","J","2011-10-10",159.43,"OC100",5,820.00,3600.00,35,34,2
18626,"CD1009-04","J","2011-10-10",159.40,"OC100",5,750.00,3000.00,35,34,2
18627,"CD1009-05","J","2011-10-10",45.51,"OC100",5,0.01,0.01,35,34,2
18628,"CD1010-01","J","2011-10-11",134.73,"oc100",5,1500.00,2000.00,35,34,2
18629,"CD1010-02","J","2011-10-11",134.80,"oc100",5,1500.00,3150.00,35,34,2
18630,"CD1011-01","J","2011-10-11",159.32,"oc100",5,1080.00,3300.00,35,34,2
18631,"CD1011-02","J","2011-10-11",159.30,"oc100",5,750.00,3600.00,35,34,2
18632,"CD1012-01","J","2011-10-13",159.31,"OC100",5,1500.00,3400.00,35,34,2
18633,"CD1012-02","J","2011-10-13",159.36,"OC100",5,1450.00,3150.00,35,34,2
18634,"CD1013-01","J","2011-10-14",159.27,"OC100",5,1500.00,3500.00,35,34,2
18635,"CD1013-02","J","2011-10-14",159.32,"OC100",5,1100.00,3600.00,35,34,2
18636,"CD1013-03","J","2011-10-14",199.17,"OC200",5,720.00,3250.00,35,34,2
18637,"CD1013-04","J","2011-10-14",199.17,"OC200",5,900.00,3700.00,35,34,2
18638,"CD1014-01","HA","2011-10-18",199.14,"oc200",5,1550.00,1850.00,35,34,2
18639,"CD1014-02","HA","2011-10-18",199.14,"OC200",5,600.00,3750.00,35,34,2
18640,"CD1018-01","HA","2011-10-18",198.85,"oc200",5,1799.00,2200.00,35,34,2
18641,"CD1018-02","HA","2011-10-18",159.34,"oc200",5,880.00,3100.00,35,34,2
18642,"CD1020-01","J","2011-10-21",134.75,"oc100",5,1480.00,3300.00,35,34,2
18643,"CD1020-02","J","2011-10-21",134.74,"oc100",5,1480.00,3050.00,35,34,2
18644,"CD1020-03","J","2011-10-21",134.77,"oc100",5,1520.00,3200.00,35,34,2
18645,"CD1020-04","J","2011-10-21",134.76,"oc100",5,1515.00,3200.00,35,34,2
18646,"CD1020-05","J","2011-10-21",134.77,"oc100",5,1500.00,3250.00,35,34,2
18647,"CD1020-06","J","2011-10-21",134.81,"oc100",5,1480.00,3150.00,35,34,2
18648,"CD1020-07","J","2011-10-21",134.82,"oc100",5,1240.00,3200.00,35,34,2
18649,"CD1020-08","J","2011-10-21",134.82,"oc100",5,1150.00,2570.00,35,34,2
18650,"CD1021-01","J","2011-10-24",134.83,"OC100",5,1100.00,2900.00,35,34,2
18651,"CD1021-02","J","2011-10-24",134.78,"OC100",5,1330.00,2850.00,35,34,2
18652,"CD1025-01","J","2011-10-26",135.29,"OC100",5,900.00,2000.00,35,34,2
18653,"CD1025-02","J","2011-10-26",45.50,"OC100",5,1.0e-05,1.0e-04,35,34,2
18654,"CD1025-03","J","2011-10-26",106.24,"OC100",5,1100.00,1300.00,35,34,2
18655,"CD1025-04","J","2011-10-26",106.27,"OC100",5,1100.00,2550.00,35,34,2
18656,"CD1025-05","J","2011-10-26",106.30,"OC100",5,1400.00,1450.00,35,34,2
18657,"CD1025-06","J","2011-10-26",106.23,"OC100",5,1480.00,2420.00,35,34,2
18658,"CD1025-07","J","2011-10-26",106.25,"OC100",5,1450.00,1900.00,35,34,2
18659,"CD1025-08","J","2011-10-26",106.24,"OC100",5,1500.00,2400.00,35,34,2
18660,"CD1025-09","J","2011-10-26",106.36,"oc100",5,1500.00,2400.00,35,34,2
18661,"CD1025-10","J","2011-10-26",106.24,"oc100",5,1200.00,2450.00,35,34,2
18662,"CD1026-01","J","2011-10-28",106.19,"oc100",5,1450.00,2100.00,35,34,2
18663,"CD1026-02","J","2011-10-28",106.22,"oc100",5,1100.00,2650.00,35,34,2
18664,"CD1026-03","J","2011-10-28",106.27,"oc100",5,1480.00,2450.00,35,34,2
18665,"CD1026-04","J","2011-10-28",134.74,"oc100",5,1460.00,2780.00,35,34,2
18666,"CD1026-05","J","2011-10-28",134.79,"oc100",5,1515.00,3200.00,35,34,2
18667,"CD1026-06","J","2011-10-28",134.74,"oc100",5,1480.00,3250.00,35,34,2
18668,"CD1026-07","J","2011-10-28",135.46,"oc100",5,1130.00,3200.00,35,34,2
18669,"CD1026-08","J","2011-10-28",134.74,"oc100",5,1510.00,3250.00,35,34,2
18670,"CD1027-01","J","2011-10-28",134.75,"oc100",5,800.00,2350.00,35,34,2
18671,"CD1027-02","J","2011-10-28",134.76,"oc100",5,1300.00,2170.00,35,34,2
18672,"CD1027-03","J","2011-10-28",134.73,"oc100",5,1500.00,3150.00,35,34,2
18673,"CD1027-04","J","2011-10-28",134.76,"oc100",5,1360.00,3250.00,35,34,2
18674,"CD1027-05","J","2011-10-28",134.82,"oc100",5,1100.00,2300.00,35,34,2
18675,"CD1027-06","J","2011-10-28",134.80,"oc100",5,760.00,3300.00,35,34,2
18676,"CD1027-07","J","2011-10-28",134.85,"oc100",5,1400.00,3200.00,35,34,2
18677,"CD1028-14","J","2011-10-31",106.26,"oc100",5,1400.00,2000.00,35,34,2
18678,"CD1028-13","J","2011-10-31",106.31,"oc100",5,1300.00,1750.00,35,34,2
18679,"CD1028-12","J","2011-10-31",106.30,"oc100",5,1350.00,2250.00,35,34,2
18680,"CD1028-11","J","2011-10-31",106.22,"oc100",5,1410.00,2400.00,35,34,2
18681,"CD1028-10","J","2011-10-31",106.23,"oc100",5,1050.00,2300.00,35,34,2
18682,"CD1028-09","J","2011-10-31",106.25,"oc100",5,1220.00,1900.00,35,34,2
